Timestamp, Frame_number, Floor_clip_plane_x, Floor_clip_plane_y, Floor_clip_plane_z, Floor_clip_plane_w, NUI_SKELETON_POSITION_HIP_CENTER_x, NUI_SKELETON_POSITION_HIP_CENTER_y, NUI_SKELETON_POSITION_HIP_CENTER_z, NUI_SKELETON_POSITION_HIP_CENTER_status, NUI_SKELETON_POSITION_SPINE_x, NUI_SKELETON_POSITION_SPINE_y, NUI_SKELETON_POSITION_SPINE_z, NUI_SKELETON_POSITION_SPINE_status, NUI_SKELETON_POSITION_SHOULDER_CENTER_x, NUI_SKELETON_POSITION_SHOULDER_CENTER_y, NUI_SKELETON_POSITION_SHOULDER_CENTER_z, NUI_SKELETON_POSITION_SHOULDER_CENTER_stats, NUI_SKELETON_POSITION_HEAD_x, NUI_SKELETON_POSITION_HEAD_y, NUI_SKELETON_POSITION_HEAD_z, NUI_SKELETON_POSITION_HEAD_status, NUI_SKELETON_POSITION_SHOULDER_LEFT_x, NUI_SKELETON_POSITION_SHOULDER_LEFT_y, NUI_SKELETON_POSITION_SHOULDER_LEFT_z, NUI_SKELETON_POSITION_SHOULDER_LEFT_status, NUI_SKELETON_POSITION_ELBOW_LEFT_x, NUI_SKELETON_POSITION_ELBOW_LEFT_y, NUI_SKELETON_POSITION_ELBOW_LEFT_z, NUI_SKELETON_POSITION_ELBOW_LEFT_status, NUI_SKELETON_POSITION_WRIST_LEFT_x, NUI_SKELETON_POSITION_WRIST_LEFT_y, NUI_SKELETON_POSITION_WRIST_LEFT_z, NUI_SKELETON_POSITION_WRIST_LEFT_status, NUI_SKELETON_POSITION_HAND_LEFT_x, NUI_SKELETON_POSITION_HAND_LEFT_y, NUI_SKELETON_POSITION_HAND_LEFT_z, NUI_SKELETON_POSITION_HAND_LEFT_status, NUI_SKELETON_POSITION_SHOULDER_RIGHT_x, NUI_SKELETON_POSITION_SHOULDER_RIGHT_y, NUI_SKELETON_POSITION_SHOULDER_RIGHT_z, NUI_SKELETON_POSITION_SHOULDER_RIGHT_status, NUI_SKELETON_POSITION_ELBOW_RIGHT_x, NUI_SKELETON_POSITION_ELBOW_RIGHT_y, NUI_SKELETON_POSITION_ELBOW_RIGHT_z, NUI_SKELETON_POSITION_ELBOW_RIGHT_status, NUI_SKELETON_POSITION_WRIST_RIGHT_x, NUI_SKELETON_POSITION_WRIST_RIGHT_y, NUI_SKELETON_POSITION_WRIST_RIGHT_z, NUI_SKELETON_POSITION_WRIST_RIGHT_status, NUI_SKELETON_POSITION_HAND_RIGHT_x, NUI_SKELETON_POSITION_HAND_RIGHT_y, NUI_SKELETON_POSITION_HAND_RIGHT_z, NUI_SKELETON_POSITION_HAND_RIGHT_status, NUI_SKELETON_POSITION_HIP_LEFT_x, NUI_SKELETON_POSITION_HIP_LEFT_y, NUI_SKELETON_POSITION_HIP_LEFT_z, NUI_SKELETON_POSITION_HIP_LEFT_status, NUI_SKELETON_POSITION_KNEE_LEFT_x, NUI_SKELETON_POSITION_KNEE_LEFT_y, NUI_SKELETON_POSITION_KNEE_LEFT_z, NUI_SKELETON_POSITION_KNEE_LEFT_status, NUI_SKELETON_POSITION_ANKLE_LEFT_x, NUI_SKELETON_POSITION_ANKLE_LEFT_y, NUI_SKELETON_POSITION_ANKLE_LEFT_z, NUI_SKELETON_POSITION_ANKLE_LEFT_status, NUI_SKELETON_POSITION_FOOT_LEFT_x, NUI_SKELETON_POSITION_FOOT_LEFT_y, NUI_SKELETON_POSITION_FOOT_LEFT_z, NUI_SKELETON_POSITION_FOOT_LEFT_status, NUI_SKELETON_POSITION_HIP_RIGHT_x, NUI_SKELETON_POSITION_HIP_RIGHT_y, NUI_SKELETON_POSITION_HIP_RIGH_z, NUI_SKELETON_POSITION_HIP_RIGHT_status, NUI_SKELETON_POSITION_KNEE_RIGHT_x, NUI_SKELETON_POSITION_KNEE_RIGHT_y, NUI_SKELETON_POSITION_KNEE_RIGHT_z, NUI_SKELETON_POSITION_KNEE_RIGHT_status, NUI_SKELETON_POSITION_ANKLE_RIGHT_x, NUI_SKELETON_POSITION_ANKLE_RIGHT_y, NUI_SKELETON_POSITION_ANKLE_RIGHT_z, NUI_SKELETON_POSITION_ANKLE_RIGHT_status, NUI_SKELETON_POSITION_FOOT_RIGHT_x, NUI_SKELETON_POSITION_FOOT_RIGHT_y, NUI_SKELETON_POSITION_FOOT_RIGHT_z, NUI_SKELETON_POSITION_FOOT_RIGHT_status, Quality_flags
267753087, 236, 0, 0, 0, 0, 143, -0.0127645, -0.410629, 1.78244, 2, -0.0118564, -0.364594, 1.82402, 2, -0.00667653, -0.101743, 1.81627, 2, -0.00968566, 0.0946398, 1.83166, 2, -0.172118, -0.21547, 1.81166, 2, -0.223813, -0.398676, 1.73068, 1, -0.228839, -0.596546, 1.69414, 1, -0.22998, -0.657411, 1.67138, 1, 0.14944, -0.217015, 1.81234, 2, 0.275803, -0.38201, 1.90093, 1, 0.0680424, -0.400337, 1.75307, 1, -0.00121115, -0.406445, 1.70725, 1, -0.0865262, -0.48189, 1.77251, 2, 0.0109042, -0.430338, 1.4097, 2, -0.057059, -0.647, 1.35118, 1, -0.0690021, -0.673787, 1.26022, 1, 0.0581745, -0.482585, 1.77186, 2, -0.0782423, -0.414728, 1.42512, 2, -0.14915, -0.551293, 1.6756, 2, -0.134168, -0.571423, 1.56859, 2, 8, 
267753123, 237, 0, 0, 0, 0, 143, -0.0127579, -0.4111, 1.78243, 2, -0.0115892, -0.364914, 1.82404, 2, -0.00606869, -0.101646, 1.81617, 2, -0.00861135, 0.0946027, 1.83124, 2, -0.17068, -0.215105, 1.81145, 2, -0.223519, -0.399328, 1.73036, 1, -0.228717, -0.596735, 1.69397, 1, -0.2297, -0.657653, 1.67145, 1, 0.150279, -0.217319, 1.81048, 2, 0.275113, -0.383184, 1.89574, 2, 0.0664886, -0.401209, 1.74936, 2, 0.108318, -0.429425, 1.45253, 2, -0.0865315, -0.48207, 1.77266, 2, -0.0526342, -0.648525, 1.40467, 1, -0.0649932, -0.812477, 1.21372, 1, -0.0680933, -0.817715, 1.12247, 1, 0.0579519, -0.483078, 1.7718, 2, -0.0521247, -0.472422, 1.41278, 1, -0.11917, -0.52998, 1.17022, 1, -0.121831, -0.524612, 1.07518, 1, 8, 
267753155, 238, 0, 0, 0, 0, 143, -0.0127719, -0.411212, 1.78242, 2, -0.0115395, -0.364978, 1.82404, 2, -0.00565356, -0.101607, 1.81605, 2, -0.00761118, 0.0946001, 1.83082, 2, -0.169737, -0.214899, 1.81126, 2, -0.223465, -0.39942, 1.7303, 1, -0.228698, -0.596763, 1.69395, 1, -0.22965, -0.657662, 1.67147, 1, 0.150897, -0.217397, 1.80944, 2, 0.274871, -0.383426, 1.89356, 1, 0.0657652, -0.401456, 1.7475, 2, 0.00965705, -0.411187, 1.6604, 2, -0.0865489, -0.482114, 1.77269, 2, -0.017466, -0.470182, 1.41633, 2, -0.0671923, -0.713897, 1.36993, 1, -0.0798366, -0.752839, 1.28197, 1, 0.0578197, -0.483238, 1.77175, 2, -0.0473623, -0.453079, 1.41896, 2, -0.130018, -0.604161, 1.48878, 2, -0.116929, -0.575434, 1.41397, 2, 8, 
267753187, 239, 0, 0, 0, 0, 143, -0.0127614, -0.41126, 1.78239, 2, -0.011376, -0.364966, 1.82398, 2, -0.00398741, -0.101388, 1.8154, 2, -0.00401184, 0.0948848, 1.82904, 2, -0.167143, -0.214342, 1.81057, 2, -0.22317, -0.399397, 1.73036, 1, -0.228682, -0.596782, 1.69393, 1, -0.22959, -0.657581, 1.6715, 1, 0.152889, -0.217404, 1.80628, 2, 0.274928, -0.383574, 1.88994, 1, 0.0651805, -0.401635, 1.74494, 2, 0.00897741, -0.411268, 1.65695, 2, -0.0865512, -0.482085, 1.77271, 2, -0.0124041, -0.472655, 1.42543, 2, -0.0613725, -0.713393, 1.3793, 1, -0.104511, -0.624375, 1.42577, 2, 0.057706, -0.483286, 1.77166, 2, 0.167346, -0.507603, 1.44256, 2, -0.00691057, -0.542979, 1.50725, 1, -0.0651269, -0.561634, 1.48048, 2, 8, 
267753223, 240, 0, 0, 0, 0, 143, -0.0127464, -0.411271, 1.78233, 2, -0.0110885, -0.364876, 1.82384, 2, 0.000771666, -0.1011, 1.81362, 2, 0.00271293, 0.0953779, 1.82564, 2, -0.161503, -0.213202, 1.80886, 2, -0.222395, -0.399177, 1.7307, 1, -0.228667, -0.596791, 1.69391, 1, -0.229533, -0.657367, 1.6715, 1, 0.157679, -0.217457, 1.79932, 2, 0.225527, -0.391777, 1.75574, 2, 0.00363901, -0.409069, 1.67457, 2, -0.088041, -0.411941, 1.59811, 2, -0.0865886, -0.481953, 1.77273, 2, -0.00134598, -0.448329, 1.43541, 2, -0.0592993, -0.692628, 1.41212, 1, -0.113829, -0.603885, 1.46859, 2, 0.0574722, -0.483235, 1.77147, 2, 0.204614, -0.531918, 1.44512, 2, 0.249602, -0.571686, 1.1819, 1, 0.247952, -0.568029, 1.08783, 1, 8, 
267753255, 241, 0, 0, 0, 0, 143, -0.0126939, -0.411169, 1.78218, 2, -0.0105619, -0.364607, 1.82352, 2, 0.00689531, -0.10105, 1.81121, 2, 0.0123156, 0.095537, 1.82033, 2, -0.153978, -0.212109, 1.80639, 2, -0.221357, -0.398866, 1.7311, 1, -0.228654, -0.596795, 1.6939, 1, -0.22948, -0.657109, 1.67151, 1, 0.16353, -0.217668, 1.7921, 2, 0.210319, -0.395707, 1.7104, 2, -0.0236268, -0.413092, 1.64078, 2, -0.133029, -0.411506, 1.58407, 2, -0.0866625, -0.481623, 1.77272, 2, 0.00612695, -0.430749, 1.4413, 2, -0.05853, -0.679997, 1.43615, 1, -0.118893, -0.57113, 1.49067, 2, 0.0571279, -0.482997, 1.77113, 2, 0.216478, -0.539404, 1.44797, 2, 0.344706, -0.57719, 1.10744, 1, 0.32979, -0.572216, 1.02864, 1, 8, 
267753291, 242, 0, 0, 0, 0, 143, -0.0123535, -0.410873, 1.78191, 2, -0.00903038, -0.363993, 1.82283, 2, 0.0154635, -0.101358, 1.80808, 2, 0.0221712, 0.0953991, 1.81433, 2, -0.146291, -0.211103, 1.80381, 2, -0.219446, -0.39846, 1.73188, 1, -0.22864, -0.596798, 1.69388, 1, -0.229431, -0.656832, 1.67151, 1, 0.170375, -0.218484, 1.78491, 2, 0.202129, -0.39807, 1.68427, 2, -0.0340019, -0.414841, 1.62691, 2, -0.153862, -0.411352, 1.57664, 2, -0.0866127, -0.481101, 1.77273, 2, 0.00998049, -0.422009, 1.44465, 2, -0.0585559, -0.672973, 1.4497, 1, -0.119356, -0.567036, 1.4884, 2, 0.0569008, -0.482719, 1.77079, 2, 0.213923, -0.541096, 1.44983, 2, 0.36127, -0.580197, 1.08192, 1, 0.36225, -0.574603, 0.992584, 1, 8, 
267753323, 243, 0, 0, 0, 0, 143, -0.0115119, -0.410356, 1.78146, 2, -0.00644634, -0.363149, 1.82171, 2, 0.0235272, -0.102087, 1.80493, 2, 0.0320576, 0.094805, 1.808, 2, -0.138876, -0.210407, 1.80134, 2, -0.21696, -0.397997, 1.73304, 1, -0.228626, -0.596795, 1.69385, 1, -0.229415, -0.656505, 1.67145, 1, 0.177653, -0.219897, 1.77835, 2, 0.204376, -0.4001, 1.68051, 2, -0.0362063, -0.416355, 1.6196, 2, -0.117006, -0.417847, 1.60721, 2, -0.0863604, -0.480397, 1.77277, 2, 0.0123836, -0.41652, 1.44699, 2, -0.116025, -0.622786, 1.49814, 2, -0.148253, -0.552486, 1.47249, 2, 0.0568331, -0.482414, 1.77041, 2, 0.209593, -0.543048, 1.45066, 2, 0.350259, -0.582981, 1.07725, 1, 0.351288, -0.577045, 0.989941, 1, 8, 
267753355, 244, 0, 0, 0, 0, 143, -0.00537448, -0.406809, 1.77914, 2, 0.0016643, -0.360062, 1.81844, 2, 0.031572, -0.102925, 1.80155, 2, 0.0400716, 0.0942386, 1.80272, 2, -0.131742, -0.209891, 1.79894, 2, -0.214009, -0.397362, 1.73469, 1, -0.228611, -0.596788, 1.69381, 1, -0.229398, -0.656173, 1.67143, 1, 0.184974, -0.221151, 1.77309, 2, 0.209343, -0.402666, 1.67886, 2, -0.028564, -0.417641, 1.61969, 2, -0.107057, -0.420443, 1.61728, 2, -0.0824344, -0.476743, 1.77214, 2, 0.0142966, -0.417109, 1.44743, 2, -0.152624, -0.593204, 1.52276, 2, -0.133286, -0.553039, 1.46812, 2, 0.0602706, -0.479831, 1.76826, 2, 0.214321, -0.549605, 1.45018, 1, 0.323819, -0.600861, 1.06922, 1, 0.324041, -0.595412, 0.983366, 1, 8, 
267753391, 245, 0, 0, 0, 0, 143, 0.00192552, -0.404397, 1.77739, 2, 0.0103595, -0.357965, 1.81569, 2, 0.0387308, -0.103595, 1.79854, 2, 0.04686, 0.0939656, 1.79827, 2, -0.12458, -0.209273, 1.79666, 2, -0.209138, -0.396188, 1.73799, 1, -0.2286, -0.596783, 1.69379, 1, -0.229376, -0.655849, 1.67144, 1, 0.190883, -0.222317, 1.769, 2, 0.216597, -0.404366, 1.68166, 2, -0.0150486, -0.417476, 1.62507, 2, -0.0863031, -0.421317, 1.62673, 2, -0.07702, -0.473732, 1.77219, 2, 0.0152486, -0.421014, 1.44723, 2, -0.165261, -0.58228, 1.53335, 2, -0.128905, -0.558998, 1.45713, 2, 0.0665097, -0.477863, 1.76631, 2, 0.234558, -0.516687, 1.46003, 2, 0.102231, -0.445518, 1.16185, 1, 0.0551517, -0.414171, 1.09718, 2, 0, 
